distance_km,bandwidth_MBps,server_load,cache_hit_ratio,cpu_utilization,ram_utilization,request_size_MB,storage_tier,latency_ms,egress_cost_per_gb
1063,785,0.39,0.51,0.88,0.32,3396,SSD,61.01,0.0325
4202,606,0.14,0.61,0.38,0.91,3647,NVMe,109.06,0.0266
8003,804,0.1,0.7,0.84,0.75,3337,HDD,141.71,0.0336
3522,972,0.36,0.71,0.22,0.59,2715,NVMe,64.39,0.0289
700,51,0.44,0.57,0.85,0.79,1354,HDD,190.16,0.0379
5497,910,0.27,0.87,0.26,0.87,2144,HDD,81.89,0.0325
2581,505,0.4,0.7,0.7,0.76,4265,HDD,100.8,0.0361
741,472,0.17,0.51,0.82,0.48,4828,NVMe,58.38,0.0303
4133,176,0.88,0.55,0.47,0.49,4471,NVMe,275.64,0.0337
1694,208,0.69,0.64,0.46,0.35,3447,HDD,111.22,0.0376
2783,742,0.3,0.85,0.22,0.53,2425,NVMe,59.31,0.0275
9961,737,0.76,0.8,0.58,0.49,4056,SSD,163.45,0.0301
9031,99,0.19,0.51,0.54,0.49,2352,SSD,953.74,0.0295
6195,779,0.27,0.48,0.23,0.44,2291,SSD,110.29,0.0309
6808,299,0.84,0.55,0.28,0.5,4200,HDD,257.1,0.0383
4201,567,0.33,0.68,0.84,0.71,3227,NVMe,122.02,0.0282
3322,914,0.91,0.73,0.37,0.84,777,SSD,69.72,0.0315
8319,459,0.15,0.51,0.22,0.88,2965,SSD,223.03,0.0299
3173,373,0.28,0.78,0.63,0.38,255,NVMe,105.69,0.0246
2365,438,0.86,0.59,0.23,0.46,4198,SSD,85.41,0.0342
4080,576,0.58,0.94,0.56,0.49,4483,SSD,97.46,0.028
3400,305,0.19,0.73,0.85,0.31,497,NVMe,142.24,0.0247
9502,147,0.68,0.64,0.8,0.65,1493,NVMe,681.96,0.03
8485,328,0.53,0.84,0.81,0.51,3443,SSD,293.11,0.0312
9974,862,0.43,0.7,0.57,0.77,4829,HDD,148.93,0.037
6211,780,0.28,0.78,0.78,0.59,2114,NVMe,110.92,0.0282
2430,938,0.68,0.41,0.65,0.59,4974,SSD,76.84,0.0349
9380,283,0.71,0.62,0.3,0.65,3270,HDD,366.21,0.0378
5881,226,0.28,0.91,0.7,0.88,3719,NVMe,290.76,0.0264
2760,325,0.71,0.63,0.75,0.47,1795,NVMe,124.45,0.032
9335,131,0.66,0.43,0.7,0.39,4847,NVMe,756.48,0.0328
8247,418,0.34,0.47,0.22,0.4,309,SSD,237.35,0.0309
7104,342,0.58,0.58,0.65,0.94,4655,SSD,246.77,0.0322
1113,216,0.8,0.64,0.79,0.52,1301,HDD,88.38,0.0388
9797,419,0.76,0.71,0.81,0.75,4885,NVMe,279.87,0.0295
1599,531,0.16,0.44,0.3,0.89,3842,SSD,81.86,0.0323
9977,122,0.36,0.88,0.65,0.92,2416,SSD,861.52,0.0284
7764,267,0.11,0.87,0.43,0.54,3824,HDD,308.72,0.0309
5406,308,0.94,0.76,0.91,0.63,4729,HDD,219.69,0.037
6279,456,0.15,0.57,0.72,0.48,2443,HDD,174.57,0.0336
2135,771,0.88,0.6,0.49,0.74,1981,HDD,67.66,0.0387
976,797,0.12,0.51,0.73,0.59,4047,HDD,66.66,0.0342
4344,984,0.54,0.56,0.67,0.76,2127,SSD,90.04,0.0331
5471,588,0.83,0.42,0.89,0.64,3383,HDD,146.6,0.0402
2433,766,0.43,0.62,0.63,0.45,3057,HDD,61.61,0.0362
5235,912,0.8,0.5,0.37,0.93,2411,NVMe,100.55,0.0329
2600,151,0.61,0.68,0.26,0.95,201,SSD,217.23,0.0317
7046,398,0.8,0.83,0.54,0.57,372,SSD,213.31,0.0298
1528,246,0.53,0.76,0.56,0.49,2366,HDD,87.24,0.0336
3019,607,0.93,0.45,0.25,0.36,2639,NVMe,95.93,0.0342
5701,911,0.82,0.61,0.77,0.76,280,HDD,114.67,0.0384
2891,78,0.71,0.75,0.86,0.49,3204,SSD,401.18,0.0321
5037,255,0.55,0.63,0.58,0.47,3182,NVMe,238.93,0.0282
3229,836,0.78,0.52,0.74,0.87,3751,HDD,93.19,0.0367
9444,96,0.16,0.67,0.61,0.44,4410,HDD,1026.7,0.0357
3645,800,0.14,0.8,0.49,0.82,2308,NVMe,76.41,0.0247
6580,52,0.31,0.65,0.45,0.57,1987,SSD,1292.03,0.0292
1443,760,0.94,0.62,0.86,0.61,2057,HDD,71.27,0.0378
4560,805,0.78,0.58,0.56,0.77,3368,NVMe,94.34,0.033
2171,137,0.66,0.9,0.28,0.66,4626,HDD,175.84,0.0337
4020,615,0.93,0.93,0.29,0.75,4486,HDD,77.82,0.0365
3244,846,0.61,0.41,0.22,0.91,1768,NVMe,79.77,0.0331
2718,941,0.62,0.66,0.64,0.51,2944,NVMe,71.06,0.0291
3616,758,0.7,0.53,0.94,0.7,2220,SSD,102.75,0.0313
1441,209,0.89,0.4,0.36,0.36,591,NVMe,104.88,0.0345
493,340,0.38,0.57,0.26,0.48,2853,SSD,54.06,0.033
5363,658,0.34,0.94,0.37,0.87,4860,NVMe,105.97,0.0268
5930,985,0.45,0.84,0.4,0.41,750,SSD,88.27,0.0281
899,736,0.28,0.58,0.3,0.86,2418,HDD,51.53,0.0366
1797,373,0.53,0.95,0.67,0.57,2218,NVMe,76.28,0.026
1383,238,0.56,0.94,0.85,0.34,379,NVMe,74.06,0.0277
7386,116,0.88,0.59,0.91,0.41,1701,HDD,680.82,0.0382
1709,63,0.43,0.58,0.81,0.78,2853,NVMe,327.2,0.0296
2778,997,0.26,0.55,0.41,0.84,1306,NVMe,78.07,0.0282
3081,451,0.4,0.84,0.23,0.77,4398,HDD,88.41,0.0334
9580,111,0.89,0.75,0.23,0.56,188,SSD,896.08,0.0331
1325,684,0.57,0.73,0.53,0.72,4368,HDD,50.99,0.0351
6849,599,0.87,0.9,0.7,0.72,4170,NVMe,149.58,0.0302
123,778,0.5,0.42,0.91,0.9,4759,HDD,69.29,0.037
6586,185,0.22,0.47,0.21,0.52,1498,NVMe,389.75,0.028
9935,792,0.89,0.51,0.43,0.89,3645,SSD,176.67,0.0359
9419,466,0.58,0.61,0.72,0.58,1587,HDD,243.02,0.0365
4477,656,0.13,0.77,0.76,0.5,481,NVMe,105.09,0.0249
2594,841,0.46,0.54,0.87,0.95,2401,SSD,87.33,0.0331
8136,709,0.79,0.71,0.88,0.61,3708,HDD,157.12,0.0367
2339,617,0.16,0.82,0.73,0.75,2697,SSD,65.64,0.0286
4599,757,0.46,0.62,0.78,0.79,1470,HDD,103.98,0.0347
2159,320,0.88,0.79,0.27,0.6,4662,NVMe,85.26,0.028
7832,57,0.9,0.46,0.58,0.75,3673,HDD,1422.4,0.0408
2261,765,0.87,0.92,0.31,0.63,1149,SSD,54.67,0.0284
5477,567,0.11,0.71,0.7,0.38,1455,NVMe,125.56,0.0267
7471,157,0.41,0.53,0.38,0.77,2890,HDD,522.56,0.0379
9466,800,0.13,0.89,0.49,0.46,1011,NVMe,144.78,0.0264
2233,873,0.3,0.86,0.39,0.55,3785,NVMe,48.73,0.0249
5544,537,0.9,0.88,0.44,0.86,4396,NVMe,129.6,0.0269
4563,570,0.13,0.67,0.34,0.33,4595,HDD,107.92,0.0343
4547,586,0.89,0.52,0.43,0.86,2565,HDD,123.04,0.0396
8003,481,0.53,0.76,0.71,0.47,1346,HDD,197.15,0.0333
3956,498,0.74,0.84,0.49,0.64,3655,NVMe,104.75,0.028
7032,185,0.73,0.76,0.56,0.88,2359,HDD,414.28,0.0378
4588,897,0.69,0.62,0.3,0.69,821,SSD,97.96,0.0328
2640,604,0.26,0.84,0.6,0.66,2552,HDD,79.06,0.0341
7846,126,0.56,0.47,0.35,0.64,2719,SSD,666.37,0.0322
6001,153,0.13,0.9,0.32,0.6,3275,HDD,402.05,0.0328
7702,947,0.65,0.58,0.51,0.57,1939,SSD,115.36,0.0312
8632,380,0.81,0.76,0.29,0.58,1874,SSD,249.77,0.0316
6072,454,0.84,0.68,0.32,0.33,4235,NVMe,154.48,0.0313
6816,512,0.48,0.65,0.38,0.52,1966,SSD,158.87,0.0307
6047,784,0.13,0.74,0.81,0.94,4590,HDD,124.77,0.0313
5257,292,0.91,0.75,0.68,0.65,1195,NVMe,219.08,0.0312
6033,959,0.47,0.4,0.84,0.46,3863,HDD,113.0,0.037
3365,636,0.81,0.4,0.63,0.72,4669,SSD,113.57,0.0358
160,625,0.59,0.51,0.37,0.75,2373,SSD,49.96,0.0336
6291,608,0.83,0.95,0.37,0.63,3471,SSD,117.69,0.0286
6757,106,0.4,0.45,0.67,0.82,2463,SSD,686.06,0.0341
522,376,0.83,0.79,0.4,0.46,1412,HDD,36.04,0.035
6353,115,0.62,0.46,0.51,0.75,281,HDD,600.1,0.0384
9134,649,0.9,0.57,0.52,0.64,4403,NVMe,179.36,0.0302
6708,861,0.42,0.78,0.69,0.93,1799,SSD,117.81,0.0281
7632,366,0.46,0.55,0.71,0.93,942,SSD,263.01,0.0319
9798,706,0.68,0.65,0.56,0.55,1599,HDD,175.93,0.0382
1585,193,0.11,0.83,0.79,0.81,2306,NVMe,113.45,0.0255
4805,513,0.1,0.95,0.5,0.62,4861,NVMe,117.92,0.0248
4041,941,0.31,0.69,0.45,0.88,1940,SSD,78.92,0.0303
9556,187,0.34,0.65,0.74,0.91,3682,SSD,561.02,0.0291
4643,215,0.48,0.92,0.92,0.53,1678,HDD,250.47,0.0316
7861,451,0.48,0.88,0.95,0.65,3992,SSD,208.5,0.0295
7638,387,0.95,0.58,0.88,0.58,913,HDD,240.14,0.0407
5691,909,0.18,0.42,0.23,0.41,3535,NVMe,99.65,0.0312
4313,371,0.31,0.94,0.21,0.65,3604,HDD,129.7,0.0319
9963,97,0.59,0.59,0.51,0.62,948,HDD,1066.48,0.0388
8950,369,0.91,0.64,0.68,0.46,2608,SSD,280.44,0.0318
8908,634,0.61,0.87,0.65,0.63,4246,NVMe,179.48,0.0273
4687,957,0.5,0.41,0.33,0.56,1546,SSD,97.49,0.0322
2837,54,0.63,0.61,0.9,0.95,1294,HDD,576.28,0.036
9441,895,0.18,0.44,0.57,0.74,1899,HDD,150.18,0.0366
6687,292,0.75,0.57,0.39,0.61,2068,HDD,274.42,0.04
2068,151,0.77,0.64,0.38,0.67,3430,SSD,172.82,0.0306
5220,452,0.76,0.53,0.51,0.36,3650,HDD,149.26,0.0398
3376,489,0.57,0.9,0.34,0.37,266,NVMe,74.69,0.0282
2043,633,0.58,0.93,0.37,0.67,3827,SSD,50.16,0.0269
1519,867,0.57,0.6,0.54,0.91,2976,HDD,58.03,0.0388
8311,636,0.6,0.91,0.31,0.93,1279,SSD,154.98,0.0299
1349,485,0.55,0.66,0.71,0.36,1426,SSD,64.63,0.032
8498,406,0.34,0.46,0.6,0.89,3870,SSD,264.97,0.0333
5579,456,0.62,0.85,0.22,0.82,1844,SSD,144.25,0.0294
7087,728,0.76,0.81,0.45,0.58,4831,NVMe,127.63,0.0267
7530,70,0.69,0.71,0.28,0.68,3675,SSD,1103.14,0.0294
9902,389,0.2,0.45,0.22,0.49,2075,HDD,294.68,0.036
7523,747,0.44,0.56,0.89,0.57,4745,NVMe,138.11,0.0313
3398,587,0.26,0.84,0.75,0.66,960,SSD,93.06,0.0261
6189,918,0.6,0.8,0.51,0.62,679,HDD,99.5,0.0338
5183,901,0.84,0.71,0.67,0.66,787,NVMe,104.57,0.0313
9296,612,0.78,0.55,0.86,0.62,1883,SSD,201.93,0.0324
9950,961,0.29,0.82,0.36,0.57,4288,SSD,121.03,0.0286
8680,126,0.27,0.59,0.28,0.36,4419,NVMe,727.89,0.0288
2681,58,0.71,0.81,0.6,0.32,2005,NVMe,490.2,0.0283
6441,884,0.72,0.87,0.8,0.77,3082,HDD,106.93,0.0336
8527,118,0.38,0.63,0.43,0.34,3301,NVMe,760.94,0.0288
3313,928,0.6,0.84,0.75,0.7,487,NVMe,68.46,0.0289
1813,391,0.7,0.83,0.29,0.59,2335,NVMe,73.9,0.03
1105,339,0.6,0.74,0.63,0.47,3407,NVMe,59.04,0.0285
3141,641,0.71,0.45,0.2,0.45,4987,HDD,88.91,0.0396
8144,620,0.11,0.64,0.67,0.52,1018,SSD,163.94,0.0273
604,444,0.45,0.63,0.67,0.37,1396,NVMe,48.95,0.03
563,379,0.38,0.95,0.74,0.4,2641,SSD,36.14,0.0258
6148,924,0.69,0.45,0.65,0.69,4139,HDD,114.8,0.0395
8443,728,0.15,0.69,0.88,0.93,2156,NVMe,170.5,0.0256
9065,60,0.45,0.41,0.94,0.82,502,HDD,1581.61,0.0369
3831,151,0.16,0.49,0.49,0.84,3652,NVMe,299.98,0.0291
2188,97,0.58,0.82,0.53,0.31,464,SSD,243.59,0.0314
6975,763,0.75,0.64,0.3,0.39,4414,NVMe,117.44,0.0284
3952,877,0.7,0.9,0.51,0.73,1068,NVMe,69.35,0.0273
6069,177,0.75,0.91,0.64,0.54,3801,HDD,368.58,0.0327
4360,610,0.52,0.45,0.41,0.55,3173,HDD,115.43,0.0361
6764,553,0.68,0.88,0.53,0.37,1473,NVMe,139.89,0.0295
9536,114,0.61,0.65,0.88,0.34,3731,HDD,883.06,0.0347
1128,977,0.84,0.54,0.23,0.69,372,NVMe,57.95,0.0333
1727,212,0.52,0.57,0.79,0.41,575,HDD,123.21,0.0357
9164,956,0.83,0.63,0.59,0.72,638,HDD,132.82,0.0386
7337,929,0.23,0.72,0.36,0.33,2554,NVMe,104.18,0.0275
3756,483,0.43,0.46,0.79,0.54,1856,HDD,130.09,0.039
678,823,0.24,0.63,0.89,0.52,4393,HDD,58.79,0.0348
2281,735,0.3,0.58,0.51,0.31,2429,SSD,64.1,0.0302
3751,320,0.3,0.45,0.89,0.84,2120,HDD,181.73,0.0351
8099,777,0.67,0.65,0.77,0.59,2327,NVMe,155.01,0.0315
4014,553,0.9,0.94,0.37,0.92,940,SSD,93.88,0.0317
3530,227,0.34,0.47,0.26,0.74,2299,HDD,203.01,0.0364
117,415,0.42,0.93,0.6,0.82,1358,NVMe,29.93,0.0274
4013,727,0.92,0.93,0.74,0.89,296,HDD,91.71,0.0355
6747,303,0.79,0.47,0.66,0.58,480,HDD,269.93,0.038
7363,500,0.58,0.45,0.51,0.88,1048,HDD,197.81,0.0396
6045,822,0.8,0.83,0.24,0.57,3470,SSD,89.03,0.0321
3174,255,0.16,0.53,0.26,0.47,332,NVMe,160.64,0.0267
9700,997,0.49,0.75,0.53,0.58,3233,HDD,123.47,0.0341
6738,180,0.5,0.75,0.94,0.31,3592,NVMe,414.3,0.0281
433,554,0.52,0.46,0.39,0.4,636,NVMe,42.53,0.0326
9030,554,0.94,0.54,0.76,0.35,2931,SSD,195.36,0.0358
4266,104,0.22,0.46,0.73,0.78,3546,NVMe,471.62,0.0312
3447,395,0.34,0.75,0.35,0.71,777,NVMe,119.91,0.0272
5377,253,0.5,0.77,0.65,0.46,1036,HDD,240.6,0.0364
2964,171,0.91,0.56,0.78,0.75,4402,SSD,221.5,0.0335
723,521,0.52,0.89,0.81,0.81,1767,SSD,46.69,0.0294
2715,441,0.21,0.59,0.4,0.81,2934,NVMe,107.68,0.0294
2649,363,0.78,0.56,0.67,0.53,4322,NVMe,120.26,0.0319
3190,709,0.17,0.52,0.64,0.49,3120,HDD,81.89,0.0355
1169,481,0.65,0.47,0.21,0.79,4444,SSD,71.91,0.0339
5381,823,0.54,0.42,0.38,0.38,4651,SSD,96.78,0.0348
4855,507,0.31,0.45,0.37,0.76,2914,NVMe,143.35,0.032
1940,870,0.53,0.46,0.21,0.57,4246,NVMe,68.0,0.0291
3513,496,0.25,0.85,0.79,0.42,3329,NVMe,104.4,0.0246
3932,749,0.59,0.95,0.4,0.77,3421,HDD,76.43,0.0347
4175,251,0.19,0.79,0.3,0.9,4695,HDD,191.06,0.0334
3658,287,0.35,0.93,0.46,0.88,3639,SSD,145.39,0.0278
8849,320,0.67,0.94,0.58,0.3,2494,NVMe,296.51,0.0273
4098,565,0.47,0.94,0.93,0.31,3789,SSD,92.31,0.0297
9583,467,0.21,0.53,0.6,0.63,2308,SSD,260.14,0.0312
7056,787,0.82,0.76,0.56,0.6,1277,NVMe,117.68,0.0312
1745,857,0.74,0.85,0.88,0.49,616,SSD,51.91,0.0308
1263,633,0.45,0.7,0.36,0.69,3379,NVMe,50.85,0.0289
2804,101,0.49,0.41,0.87,0.59,1050,SSD,332.73,0.032
9424,530,0.43,0.67,0.36,0.41,3774,HDD,212.41,0.0356
206,252,0.41,0.52,0.49,0.32,3874,NVMe,55.1,0.0314
1118,427,0.44,0.61,0.75,0.53,1867,NVMe,66.78,0.029
3826,118,0.24,0.48,0.83,0.31,3830,SSD,363.37,0.0326
4476,123,0.4,0.72,0.28,0.4,3238,NVMe,384.23,0.0279
7067,459,0.3,0.56,0.49,0.31,3936,SSD,188.57,0.0317
7851,882,0.63,0.46,0.43,0.36,777,NVMe,125.74,0.033
4114,153,0.89,0.92,0.91,0.81,4555,SSD,309.33,0.0319
9998,112,0.49,0.85,0.25,0.36,4440,HDD,902.61,0.0344
1856,597,0.53,0.91,0.79,0.51,1565,NVMe,53.64,0.026
1528,270,0.3,0.89,0.35,0.39,3605,SSD,75.45,0.028
7967,689,0.78,0.89,0.76,0.63,2268,SSD,143.1,0.0307
307,395,0.49,0.83,0.88,0.58,4914,NVMe,53.9,0.0254
2572,621,0.16,0.78,0.52,0.42,1206,SSD,72.1,0.0289
2093,217,0.48,0.92,0.82,0.94,499,NVMe,122.71,0.0278
3310,455,0.24,0.95,0.59,0.47,4959,SSD,88.29,0.0265
7999,136,0.93,0.53,0.58,0.74,2058,HDD,629.87,0.0379
9362,921,0.42,0.42,0.31,0.32,3563,SSD,145.32,0.0317
4013,416,0.32,0.51,0.6,0.48,2230,SSD,142.9,0.0295
305,988,0.72,0.45,0.42,0.56,1544,SSD,46.72,0.0356
5841,521,0.23,0.74,0.52,0.76,2157,SSD,139.42,0.0276
7103,632,0.22,0.76,0.95,0.59,2438,HDD,150.52,0.0341
7141,237,0.6,0.44,0.61,0.47,2474,NVMe,343.9,0.0308
8775,758,0.1,0.55,0.22,0.35,3612,SSD,142.67,0.028
7035,276,0.94,0.7,0.34,0.62,512,HDD,290.08,0.0392
5917,633,0.86,0.6,0.59,0.82,445,NVMe,137.45,0.0307
9941,225,0.59,0.94,0.56,0.76,744,HDD,476.97,0.0334
5764,703,0.65,0.76,0.75,0.43,2885,SSD,108.02,0.0297
213,498,0.94,0.87,0.54,0.45,3328,SSD,24.1,0.0295
4759,491,0.19,0.86,0.71,0.42,2314,SSD,126.3,0.0273
1174,758,0.8,0.67,0.54,0.81,3445,HDD,52.69,0.0354
5522,402,0.7,0.56,0.35,0.87,1272,NVMe,179.12,0.029
824,625,0.31,0.58,0.32,0.85,284,NVMe,63.77,0.0282
748,527,0.14,0.81,0.39,0.63,1529,NVMe,33.23,0.0236
4308,586,0.69,0.75,0.21,0.55,2443,HDD,109.58,0.0341
5875,759,0.24,0.91,0.72,0.73,1655,SSD,96.59,0.0286
2462,345,0.93,0.93,0.33,0.48,3381,SSD,92.08,0.0304
3807,164,0.59,0.54,0.32,0.39,255,SSD,268.58,0.0332
5906,441,0.73,0.7,0.43,0.64,755,HDD,171.41,0.0352
9377,422,0.27,0.66,0.47,0.53,4498,HDD,258.32,0.0332
6430,532,0.79,0.61,0.48,0.52,4176,SSD,163.78,0.0346
4567,447,0.91,0.47,0.39,0.55,2658,SSD,146.36,0.0365
5070,488,0.41,0.6,0.65,0.62,2037,NVMe,151.87,0.0284
6668,579,0.63,0.71,0.43,0.79,943,HDD,149.76,0.0356
9079,464,0.52,0.78,0.7,0.52,3940,NVMe,231.01,0.0287
9737,513,0.13,0.83,0.63,0.64,4535,SSD,216.05,0.0264
7854,294,0.44,0.49,0.65,0.86,569,SSD,318.09,0.0316
2816,111,0.12,0.42,0.64,0.65,1076,HDD,303.82,0.0367
8220,998,0.94,0.6,0.24,0.62,1168,SSD,119.18,0.0335
6695,831,0.69,0.87,0.27,0.86,3908,NVMe,106.01,0.0273
1156,328,0.31,0.74,0.35,0.37,3830,SSD,64.7,0.0283
6434,917,0.34,0.78,0.3,0.87,1582,HDD,99.77,0.0342
2795,76,0.73,0.83,0.76,0.66,522,HDD,405.6,0.0361
5447,406,0.58,0.67,0.65,0.69,3745,NVMe,179.77,0.0294
5381,185,0.51,0.81,0.52,0.41,2575,HDD,313.33,0.0352
7464,200,0.53,0.6,0.61,0.58,3862,HDD,415.59,0.0354
4009,513,0.23,0.64,0.4,0.84,2094,SSD,118.76,0.0283
2517,707,0.64,0.85,0.53,0.56,434,SSD,60.85,0.0277
6989,700,0.2,0.85,0.69,0.92,3934,SSD,136.25,0.0261
3392,447,0.41,0.76,0.69,0.87,1352,HDD,109.76,0.0343
8986,996,0.18,0.94,0.76,0.8,3649,SSD,121.15,0.0284
9738,370,0.77,0.63,0.32,0.54,1047,NVMe,297.46,0.0287
9433,584,0.48,0.79,0.78,0.76,4436,HDD,197.3,0.0364
9631,472,0.61,0.52,0.79,0.65,2787,SSD,256.78,0.033
3185,739,0.48,0.79,0.25,0.48,2449,SSD,61.68,0.0283
8612,317,0.6,0.79,0.79,0.65,4790,SSD,309.28,0.0299
1878,569,0.29,0.73,0.88,0.92,1213,SSD,74.37,0.0292
4258,178,0.75,0.68,0.59,0.95,1799,HDD,281.59,0.0369
1291,330,0.3,0.65,0.39,0.7,4164,SSD,71.97,0.032
9655,194,0.76,0.8,0.54,0.67,1861,SSD,527.64,0.0324
1164,738,0.8,0.74,0.4,0.66,4093,SSD,49.12,0.0307
7483,863,0.66,0.44,0.83,0.77,4432,HDD,144.86,0.0406
9494,254,0.47,0.63,0.49,0.88,2264,NVMe,403.44,0.0276
2964,108,0.37,0.84,0.43,0.34,4823,SSD,293.07,0.027
5042,151,0.68,0.94,0.25,0.33,2164,SSD,337.09,0.0278
4918,692,0.15,0.57,0.8,0.46,977,NVMe,124.7,0.0298
7758,560,0.88,0.58,0.67,0.93,3967,HDD,190.22,0.0374
6546,318,0.24,0.82,0.44,0.86,2662,HDD,237.61,0.0318
7920,610,0.74,0.53,0.79,0.51,1978,HDD,184.44,0.0368
6584,135,0.61,0.64,0.64,0.33,2643,NVMe,531.71,0.0281
6985,574,0.91,0.9,0.58,0.71,2601,HDD,153.26,0.0344
1035,963,0.55,0.56,0.4,0.66,4352,HDD,50.42,0.0353
5251,782,0.9,0.56,0.65,0.9,4048,NVMe,112.49,0.032
7057,564,0.89,0.81,0.63,0.52,3467,SSD,156.04,0.0328
1349,583,0.18,0.51,0.71,0.32,4124,HDD,69.04,0.0367
4476,441,0.48,0.73,0.58,0.68,3736,HDD,132.15,0.0333
2937,164,0.33,0.79,0.77,0.8,531,NVMe,210.06,0.0266
7726,197,0.59,0.44,0.88,0.69,1845,HDD,446.98,0.0403
2995,235,0.25,0.69,0.24,0.35,2857,NVMe,155.44,0.0283
1406,591,0.14,0.58,0.24,0.56,150,SSD,53.36,0.0317
184,979,0.14,0.45,0.42,0.31,4622,NVMe,41.35,0.0285
965,416,0.83,0.91,0.54,0.71,2705,HDD,50.62,0.0336
7249,378,0.16,0.68,0.88,0.34,1399,NVMe,240.9,0.0289
6874,897,0.94,0.85,0.6,0.48,4700,HDD,95.61,0.0381
993,505,0.88,0.42,0.38,0.47,2233,SSD,56.73,0.035
1936,744,0.29,0.59,0.34,0.81,3008,SSD,65.25,0.0322
2431,235,0.9,0.5,0.88,0.54,4361,HDD,153.87,0.0389
5434,154,0.31,0.91,0.75,0.91,105,SSD,390.23,0.0286
8347,716,0.8,0.78,0.91,0.49,2070,HDD,144.67,0.0363
568,571,0.21,0.66,0.77,0.5,3273,HDD,46.83,0.0359
7648,385,0.93,0.63,0.95,0.75,2626,HDD,257.5,0.0394
1060,678,0.15,0.44,0.52,0.46,4531,SSD,62.17,0.0326
1669,303,0.35,0.69,0.54,0.42,4176,SSD,90.85,0.0298
3357,462,0.31,0.93,0.82,0.93,1623,NVMe,100.71,0.0267
8813,667,0.27,0.43,0.29,0.33,3886,SSD,172.91,0.0303
1626,965,0.46,0.66,0.82,0.42,1671,HDD,65.83,0.0344
5843,454,0.44,0.83,0.22,0.53,2300,NVMe,147.32,0.0262
7532,630,0.31,0.82,0.69,0.59,4171,NVMe,152.67,0.0254
7533,728,0.82,0.69,0.52,0.69,3368,NVMe,135.01,0.0296
5850,395,0.47,0.74,0.76,0.93,1783,NVMe,187.42,0.0263
5387,228,0.8,0.72,0.41,0.8,2590,NVMe,274.73,0.0311
4900,297,0.94,0.56,0.92,0.57,4456,SSD,209.7,0.0337
5688,311,0.58,0.51,0.27,0.53,1971,HDD,222.47,0.0368
2481,313,0.8,0.58,0.7,0.73,178,NVMe,135.31,0.0315
3803,819,0.46,0.9,0.73,0.61,4195,HDD,75.08,0.0332
721,722,0.6,0.54,0.64,0.58,2551,NVMe,55.58,0.0293
809,449,0.17,0.94,0.33,0.61,4473,HDD,30.79,0.0312
1587,502,0.27,0.9,0.82,0.53,3812,HDD,58.5,0.0329
3068,662,0.94,0.55,0.85,0.59,1544,HDD,88.31,0.0373
6903,227,0.69,0.84,0.95,0.65,658,SSD,349.35,0.0319
4218,236,0.94,0.78,0.62,0.81,3752,HDD,222.36,0.0386
4605,722,0.38,0.6,0.33,0.9,4980,HDD,104.2,0.0369
4349,145,0.24,0.58,0.21,0.92,1822,HDD,345.74,0.0347
6935,231,0.54,0.47,0.42,0.88,121,HDD,346.96,0.0361
3478,613,0.31,0.63,0.58,0.77,3953,SSD,102.93,0.0291
3166,556,0.61,0.75,0.66,0.92,3050,NVMe,101.45,0.0289
8384,784,0.33,0.94,0.82,0.75,891,SSD,137.35,0.0254
3177,871,0.53,0.53,0.78,0.86,1399,HDD,85.52,0.0389
9840,124,0.37,0.41,0.74,0.88,3268,NVMe,847.31,0.0326
8241,74,0.89,0.42,0.49,0.42,2194,NVMe,1155.25,0.0343
1110,996,0.95,0.45,0.41,0.63,1282,NVMe,58.93,0.035
6713,989,0.73,0.78,0.43,0.56,729,NVMe,91.91,0.0285
7313,303,0.88,0.92,0.62,0.68,2206,SSD,266.16,0.0303
5401,358,0.66,0.78,0.94,0.62,2069,SSD,186.03,0.0294
8540,564,0.72,0.6,0.65,0.32,1079,SSD,191.1,0.0308
4228,108,0.65,0.5,0.68,0.79,1564,HDD,449.18,0.0374
5261,778,0.69,0.64,0.35,0.56,3578,NVMe,104.54,0.0316
1202,639,0.34,0.74,0.71,0.81,1796,NVMe,54.2,0.0259
5991,703,0.34,0.85,0.79,0.55,4124,HDD,115.65,0.0316
6626,638,0.15,0.45,0.36,0.55,1404,NVMe,144.45,0.031
7549,726,0.41,0.64,0.91,0.58,1821,HDD,146.3,0.0351
8260,798,0.18,0.61,0.78,0.42,2275,HDD,151.96,0.0348
3725,356,0.81,0.49,0.38,0.75,4508,HDD,146.15,0.0409
4922,671,0.86,0.44,0.85,0.74,2284,NVMe,133.47,0.0342
5658,954,0.18,0.78,0.68,0.78,893,HDD,108.4,0.0347
2750,655,0.31,0.54,0.6,0.49,4057,HDD,80.28,0.037
6402,865,0.86,0.59,0.21,0.5,4929,HDD,104.94,0.0371
138,707,0.88,0.94,0.47,0.6,3276,SSD,29.77,0.0289
1240,382,0.78,0.72,0.51,0.53,3141,NVMe,63.5,0.0282
968,645,0.39,0.64,0.46,0.62,3393,HDD,56.53,0.0361
9098,608,0.1,0.52,0.28,0.4,4616,SSD,174.86,0.0289
3850,842,0.92,0.78,0.24,0.3,4839,NVMe,62.41,0.0282
9632,439,0.69,0.61,0.28,0.55,4175,HDD,242.64,0.0392
6514,804,0.24,0.55,0.84,0.41,2359,HDD,129.53,0.0365
3814,684,0.28,0.72,0.62,0.75,915,NVMe,92.89,0.0285
